nothing,#Gc,logAge,[M/H],m_ini,logL,logTe,logg,m-M0,Av,comp.,mbol,Kepler,g,r,i,z,DDO51_finf,Mact
,1,8.95,0.11,0.58926,-1.174,3.614,4.783,10.30,0.000,2,18.006,18.398,19.605,18.399,17.894,17.592,19.608,0.589
,1,8.95,0.11,2.05944,1.403,3.852,3.702,10.70,0.000,1,11.962,11.897,11.974,11.857,11.905,11.989,11.891,2.059
,1,8.95,0.11,0.42142,-1.586,3.577,4.902,10.70,0.000,2,19.434,20.063,21.527,20.237,19.428,18.952,21.439,0.421
,1,8.95,0.13,1.54869,0.805,3.845,4.147,8.70,0.000,0,11.457,11.398,11.515,11.353,11.380,11.459,11.418,1.548
,1,8.95,0.25,1.09572,0.039,3.762,4.434,9.10,0.000,1,13.773,13.700,14.123,13.627,13.523,13.512,13.935,1.096
,1,8.95,0.25,0.51456,-1.366,3.593,4.832,9.10,0.000,2,17.285,17.844,19.196,17.960,17.253,16.836,19.145,0.515
,1,8.95,0.25,1.66413,0.934,3.851,4.074,9.60,0.000,0,12.034,11.965,12.065,11.921,11.961,12.049,11.972,1.663
,1,8.95,0.31,1.28660,0.403,3.801,4.292,10.20,0.000,1,13.963,13.873,14.153,13.809,13.765,13.800,14.001,1.286
,1,8.95,0.31,0.49004,-1.426,3.587,4.850,10.20,0.000,2,18.535,19.149,20.545,19.312,18.532,18.077,20.471,0.490
,1,8.97,-0.25,2.14343,1.678,3.706,2.862,11.90,0.000,0,12.474,12.495,13.108,12.426,12.228,12.136,12.845,2.143
,1,8.97,-0.17,2.11188,1.590,3.701,2.922,9.80,0.000,0,10.596,10.624,11.267,10.553,10.346,10.249,10.999,2.112
,1,8.97,-0.15,2.23835,1.759,3.700,2.776,12.60,0.000,1,12.972,12.999,13.647,12.927,12.720,12.623,13.375,2.238
,1,8.97,-0.15,1.44013,0.748,3.861,4.238,12.60,0.000,2,15.500,15.480,15.542,15.445,15.494,15.585,15.466,1.439
,1,8.97,-0.11,1.55127,0.889,3.873,4.176,9.10,0.000,0,11.647,11.630,11.656,11.600,11.671,11.775,11.591,1.550
,1,8.97,-0.11,1.60560,0.962,3.879,4.143,11.50,0.000,0,13.865,13.852,13.859,13.824,13.907,14.017,13.800,1.604
,1,8.97,-0.09,1.43177,0.714,3.851,4.231,9.70,0.000,1,12.685,12.653,12.745,12.614,12.647,12.729,12.659,1.431
,1,8.97,-0.09,0.84091,-0.472,3.708,4.611,9.70,0.000,2,15.649,15.667,16.292,15.592,15.396,15.310,16.114,0.841
,1,8.97,-0.03,1.79152,1.161,3.881,4.001,9.90,0.000,0,11.768,11.748,11.743,11.721,11.813,11.925,11.689,1.790
,1,8.97,0.03,1.85517,1.214,3.875,3.938,10.20,0.000,1,11.936,11.901,11.913,11.871,11.954,12.061,11.853,1.853
,1,8.97,0.03,0.50124,-1.386,3.595,4.852,10.20,0.000,2,18.435,18.910,20.231,18.964,18.354,17.986,20.210,0.501
,1,8.97,0.07,1.11456,0.110,3.775,4.421,8.20,0.000,0,12.694,12.626,12.984,12.561,12.475,12.476,12.810,1.114
,1,8.97,0.11,2.35570,1.895,3.677,2.568,9.40,0.000,0,9.433,9.520,10.315,9.441,9.193,9.060,10.027,2.356
,1,8.97,0.11,1.95222,1.297,3.860,3.819,9.90,0.000,0,11.426,11.371,11.425,11.334,11.395,11.488,11.350,1.952
,1,8.97,0.13,1.34148,0.509,3.814,4.258,10.60,0.000,0,14.098,14.027,14.249,13.972,13.947,13.993,14.117,1.341
,1,8.97,0.17,2.23134,1.642,3.683,2.822,9.00,0.000,1,9.665,9.734,10.504,9.654,9.417,9.295,10.231,2.231
,1,8.97,0.17,0.66732,-0.984,3.632,4.721,9.00,0.000,2,16.229,16.531,17.628,16.491,16.078,15.838,17.636,0.667
,1,8.97,0.19,1.80975,1.114,3.858,3.958,11.10,0.000,0,13.085,13.023,13.095,12.984,13.037,13.130,13.013,1.808
,1,8.97,0.21,1.70187,0.985,3.852,4.037,10.20,0.000,1,12.508,12.442,12.536,12.400,12.441,12.529,12.446,1.701
,1,8.97,0.21,1.09024,0.029,3.761,4.437,10.20,0.000,2,14.897,14.828,15.252,14.755,14.649,14.636,15.064,1.090
,1,8.97,0.21,2.11374,1.435,3.819,3.552,11.00,0.000,0,12.183,12.093,12.282,12.040,12.033,12.086,12.159,2.114
,1,8.97,0.23,1.67028,0.946,3.850,4.059,11.20,0.000,1,13.605,13.537,13.639,13.492,13.530,13.617,13.546,1.669
,1,8.97,0.23,0.60171,-1.155,3.613,4.772,11.20,0.000,2,18.857,19.273,20.487,19.289,18.759,18.443,20.482,0.602
,1,8.99,-0.35,1.90693,1.444,3.876,3.724,11.70,0.000,0,12.860,12.847,12.840,12.823,12.908,13.007,12.790,1.907
,1,8.99,-0.27,1.56521,0.976,3.894,4.179,10.10,0.000,0,12.430,12.447,12.410,12.427,12.533,12.656,12.366,1.564
,1,8.99,-0.23,1.19272,0.359,3.820,4.382,10.00,0.000,1,13.873,13.840,14.029,13.792,13.770,13.816,13.912,1.192
,1,8.99,-0.23,0.78193,-0.574,3.698,4.643,10.00,0.000,2,16.206,16.249,16.909,16.177,15.961,15.860,16.742,0.782
,1,8.99,-0.21,1.20533,0.375,3.821,4.372,8.80,0.000,1,12.631,12.596,12.784,12.548,12.528,12.575,12.667,1.205
,1,8.99,-0.21,0.19475,-2.238,3.547,5.101,8.80,0.000,2,19.164,19.892,21.554,20.097,19.218,18.707,21.380,0.195
,1,8.99,-0.21,2.21890,1.832,3.700,2.698,11.50,0.000,0,11.690,11.720,12.365,11.648,11.441,11.342,12.091,2.219
,1,8.99,-0.19,1.53169,0.897,3.879,4.189,9.50,0.000,1,12.028,12.024,12.031,11.997,12.078,12.187,11.972,1.531
,1,8.99,-0.19,1.18400,0.324,3.813,4.386,9.50,0.000,2,13.460,13.420,13.633,13.370,13.338,13.377,13.508,1.184
,1,8.99,-0.11,1.50160,0.825,3.865,4.197,10.60,0.000,1,13.307,13.286,13.335,13.252,13.310,13.406,13.262,1.501
,1,8.99,-0.11,0.89059,-0.335,3.727,4.577,10.60,0.000,2,16.208,16.190,16.728,16.118,15.956,15.895,16.529,0.891
,1,8.99,-0.11,1.69399,1.079,3.884,4.069,11.70,0.000,1,13.772,13.762,13.751,13.737,13.831,13.945,13.699,1.692
,1,8.99,-0.11,0.26073,-1.998,3.560,5.037,11.70,0.000,2,21.464,22.130,23.697,22.306,21.481,20.994,23.557,0.261
,1,8.99,-0.09,1.45181,0.746,3.854,4.216,7.10,0.000,0,10.004,9.974,10.057,9.936,9.974,10.059,9.973,1.451
,1,8.99,-0.09,1.33672,0.571,3.834,4.274,8.70,0.000,1,12.043,12.002,12.149,11.957,11.960,12.024,12.044,1.336
,1,8.99,-0.09,0.84296,-0.465,3.708,4.609,8.70,0.000,2,14.633,14.649,15.270,14.575,14.380,14.295,15.091,0.843
,1,8.99,-0.09,2.04908,1.527,3.859,3.605,9.10,0.000,1,10.052,10.006,10.049,9.972,10.033,10.120,9.980,2.049
,1,8.99,-0.09,1.24366,0.406,3.816,4.335,9.10,0.000,2,12.855,12.806,13.013,12.755,12.729,12.773,12.889,1.243
,1,8.99,-0.09,1.41328,0.690,3.848,4.234,9.30,0.000,0,12.345,12.310,12.414,12.270,12.297,12.375,12.324,1.413
,1,8.99,-0.07,1.87378,1.280,3.876,3.882,10.40,0.000,1,11.969,11.943,11.946,11.915,12.001,12.106,11.889,1.871
,1,8.99,-0.07,1.20503,0.323,3.805,4.361,10.40,0.000,2,14.363,14.309,14.553,14.254,14.212,14.244,14.415,1.205
,1,8.99,-0.05,1.85081,1.245,3.876,3.912,8.70,0.000,0,10.358,10.331,10.336,10.302,10.388,10.494,10.279,1.849
,1,8.99,-0.05,1.24818,0.403,3.812,4.326,9.80,0.000,1,13.564,13.510,13.729,13.457,13.427,13.467,13.600,1.248
,1,8.99,-0.05,0.12564,-2.781,3.481,5.187,9.80,0.000,2,21.523,22.796,25.095,23.477,21.972,21.118,24.866,0.126
,1,8.99,-0.03,1.53084,0.836,3.858,4.166,10.40,0.000,1,13.080,13.046,13.116,13.009,13.056,13.147,13.036,1.530
,1,8.99,-0.03,0.93201,-0.263,3.733,4.548,10.40,0.000,2,15.828,15.800,16.318,15.728,15.575,15.523,16.120,0.932
,1,8.99,0.01,1.66350,0.995,3.867,4.079,9.20,0.000,0,11.482,11.448,11.489,11.415,11.480,11.580,11.418,1.662
,1,8.99,0.01,1.69735,1.037,3.869,4.054,10.10,0.000,1,12.277,12.244,12.277,12.211,12.281,12.383,12.209,1.696
,1,8.99,0.01,0.81916,-0.555,3.690,4.613,10.10,0.000,2,16.258,16.319,17.041,16.242,16.012,15.901,16.906,0.819
,1,8.99,0.01,1.62070,0.941,3.863,4.104,11.50,0.000,1,13.917,13.881,13.936,13.846,13.903,13.999,13.861,1.620
,1,8.99,0.01,0.53457,-1.299,3.604,4.826,11.50,0.000,2,19.517,19.936,21.198,19.950,19.411,19.085,21.197,0.535
,1,8.99,0.05,0.83076,-0.536,3.692,4.607,6.30,0.000,0,12.409,12.463,13.181,12.385,12.159,12.051,13.041,0.831
,1,8.99,0.05,1.82915,1.183,3.868,3.934,7.90,0.000,0,9.712,9.671,9.705,9.638,9.708,9.808,9.637,1.827
,1,8.99,0.07,1.12070,0.125,3.777,4.415,8.40,0.000,0,12.857,12.789,13.142,12.724,12.640,12.643,12.969,1.121
,1,8.99,0.07,1.64964,0.960,3.859,4.079,10.10,0.000,1,12.470,12.425,12.491,12.387,12.440,12.533,12.412,1.648
,1,8.99,0.07,1.57131,0.860,3.852,4.127,10.10,0.000,2,12.720,12.670,12.762,12.630,12.667,12.753,12.675,1.570
,1,8.99,0.09,1.04856,-0.033,3.758,4.470,8.60,0.000,1,13.452,13.393,13.819,13.322,13.211,13.192,13.629,1.048
,1,8.99,0.09,0.20280,-2.234,3.536,5.071,8.60,0.000,2,18.956,19.801,21.539,20.109,19.088,18.493,21.347,0.203
,1,8.99,0.09,1.40965,0.629,3.827,4.213,10.70,0.000,0,13.898,13.835,14.008,13.785,13.781,13.842,13.893,1.409
,1,8.99,0.15,0.99899,-0.156,3.741,4.504,8.80,0.000,0,13.960,13.913,14.413,13.837,13.700,13.661,14.216,0.999
,1,8.99,0.15,1.60734,0.884,3.847,4.093,9.50,0.000,1,12.060,11.999,12.108,11.955,11.986,12.069,12.014,1.606
,1,8.99,0.15,1.49822,0.739,3.835,4.159,9.50,0.000,2,12.422,12.356,12.507,12.308,12.318,12.387,12.399,1.497
,1,8.99,0.17,1.13709,0.134,3.773,4.400,9.40,0.000,1,13.836,13.762,14.134,13.693,13.606,13.607,13.956,1.137
,1,8.99,0.17,1.04141,-0.067,3.751,4.472,9.40,0.000,2,14.337,14.277,14.739,14.203,14.081,14.055,14.543,1.041
,1,8.99,0.17,2.09080,1.434,3.820,3.548,12.10,0.000,1,13.284,13.198,13.385,13.146,13.139,13.191,13.263,2.091
,1,8.99,0.17,1.04892,-0.050,3.753,4.466,12.10,0.000,2,16.996,16.935,17.389,16.861,16.742,16.718,17.194,1.049
,1,8.99,0.19,1.37003,0.540,3.814,4.235,10.20,0.000,1,13.619,13.542,13.768,13.486,13.461,13.509,13.635,1.370
,1,8.99,0.19,0.58030,-1.206,3.609,4.789,10.20,0.000,2,17.985,18.421,19.660,18.448,17.895,17.564,19.652,0.580
,1,8.99,0.27,1.81355,1.121,3.853,3.931,11.20,0.000,0,13.167,13.094,13.184,13.051,13.097,13.187,13.094,1.812
,1,8.99,0.29,1.57132,0.824,3.838,4.110,11.30,0.000,1,14.011,13.932,14.077,13.883,13.902,13.978,13.969,1.570
,1,8.99,0.29,0.60373,-1.149,3.614,4.770,11.30,0.000,2,18.944,19.367,20.582,19.388,18.850,18.529,20.574,0.604
,1,8.99,0.31,1.20630,0.262,3.786,4.346,9.90,0.000,1,14.014,13.927,14.263,13.858,13.791,13.810,14.095,1.206
,1,8.99,0.31,1.12863,0.110,3.770,4.406,9.90,0.000,2,14.396,14.313,14.711,14.240,14.149,14.148,14.529,1.128
,1,8.99,0.31,1.43519,0.636,3.822,4.194,10.30,0.000,1,13.481,13.394,13.596,13.338,13.330,13.389,13.469,1.435
,1,8.99,0.31,0.21244,-2.211,3.533,5.055,10.30,0.000,2,20.597,21.465,23.225,21.790,20.745,20.134,23.030,0.212
,1,8.99,0.33,2.22981,1.672,3.681,2.784,6.80,0.000,1,7.391,7.460,8.262,7.375,7.135,7.010,7.986,2.230
,1,8.99,0.33,0.53765,-1.309,3.598,4.814,6.80,0.000,2,14.841,15.381,16.694,15.478,14.804,14.404,16.654,0.538
,1,8.99,0.35,1.83156,1.142,3.852,3.914,10.80,0.000,0,12.715,12.634,12.727,12.589,12.636,12.727,12.636,1.830
,1,8.99,0.39,1.37468,0.546,3.814,4.232,10.70,0.000,0,14.106,14.011,14.247,13.950,13.928,13.980,14.108,1.374
,1,9.01,-0.43,1.97404,1.607,3.713,2.925,11.40,0.000,0,12.154,12.170,12.736,12.106,11.917,11.832,12.484,1.974
,1,9.01,-0.27,1.55830,0.972,3.891,4.170,10.50,0.000,1,12.840,12.854,12.825,12.833,12.934,13.054,12.778,1.557
,1,9.01,-0.27,0.51468,-1.291,3.615,4.845,10.50,0.000,2,18.498,18.836,20.016,18.812,18.352,18.081,20.010,0.515
,1,9.01,-0.27,1.35034,0.667,3.858,4.278,10.80,0.000,0,13.903,13.892,13.964,13.857,13.897,13.984,13.886,1.350
,1,9.01,-0.25,1.88946,1.384,3.870,3.755,12.50,0.000,0,13.811,13.788,13.803,13.759,13.834,13.928,13.744,1.889
,1,9.01,-0.19,1.24086,0.441,3.827,4.343,9.00,0.000,1,12.667,12.632,12.801,12.586,12.576,12.630,12.690,1.240
,1,9.01,-0.19,0.15335,-2.531,3.510,5.140,9.00,0.000,2,20.098,21.106,23.095,21.530,20.341,19.661,22.901,0.153
,1,9.01,-0.15,2.09460,1.624,3.700,2.880,12.70,0.000,0,13.411,13.441,14.092,13.369,13.161,13.062,13.821,2.095
,1,9.01,-0.11,1.33033,0.571,3.835,4.276,10.00,0.000,1,13.342,13.303,13.446,13.258,13.263,13.328,13.343,1.330
,1,9.01,-0.11,0.58359,-1.147,3.622,4.786,10.00,0.000,2,17.637,17.960,19.101,17.924,17.492,17.238,19.108,0.584
,1,9.01,-0.09,2.20766,1.757,3.696,2.755,11.90,0.000,1,12.278,12.316,12.991,12.242,12.028,11.924,12.716,2.208
,1,9.01,-0.09,1.20697,0.335,3.807,4.360,11.90,0.000,2,15.832,15.780,16.014,15.727,15.688,15.723,15.880,1.207
,1,9.01,-0.07,1.76047,1.151,3.876,3.982,10.30,0.000,1,12.192,12.168,12.177,12.139,12.221,12.328,12.118,1.759
,1,9.01,-0.07,1.58774,0.932,3.868,4.124,10.30,0.000,2,12.739,12.713,12.752,12.681,12.746,12.845,12.683,1.587
,1,9.01,-0.03,2.13089,1.605,3.693,2.881,10.20,0.000,0,10.957,11.002,11.693,10.927,10.709,10.601,11.423,2.131
,1,9.01,-0.03,1.54187,0.854,3.858,4.148,11.00,0.000,1,13.634,13.598,13.670,13.562,13.608,13.698,13.590,1.541
,1,9.01,-0.03,1.29724,0.489,3.819,4.286,11.00,0.000,2,14.548,14.495,14.690,14.444,14.425,14.475,14.569,1.297
,1,9.01,-0.01,1.29727,0.482,3.817,4.282,9.20,0.000,0,12.765,12.708,12.912,12.657,12.635,12.682,12.788,1.297
,1,9.01,-0.01,2.13771,1.603,3.692,2.881,10.40,0.000,0,11.163,11.210,11.907,11.134,10.914,10.806,11.637,2.138
,1,9.01,-0.01,1.54177,0.847,3.855,4.145,10.50,0.000,1,13.153,13.113,13.193,13.075,13.117,13.205,13.110,1.541
,1,9.01,-0.01,1.49682,0.786,3.850,4.173,10.50,0.000,2,13.306,13.264,13.359,13.224,13.256,13.339,13.271,1.496
,1,9.01,0.01,1.49904,0.784,3.846,4.162,8.00,0.000,1,10.811,10.765,10.871,10.723,10.751,10.829,10.780,1.498
,1,9.01,0.01,1.26485,0.422,3.809,4.302,8.00,0.000,2,11.716,11.655,11.886,11.601,11.568,11.607,11.752,1.264
,1,9.01,0.01,1.18827,0.278,3.795,4.360,8.60,0.000,0,12.675,12.611,12.893,12.553,12.496,12.519,12.742,1.188
,1,9.01,0.01,2.18913,1.664,3.692,2.827,11.50,0.000,1,12.110,12.158,12.862,12.081,11.861,11.751,12.589,2.189
,1,9.01,0.01,1.65692,0.992,3.864,4.067,11.50,0.000,2,13.791,13.754,13.805,13.720,13.779,13.875,13.731,1.656
,1,9.01,0.05,1.47204,0.733,3.839,4.175,9.80,0.000,0,12.737,12.683,12.815,12.638,12.654,12.726,12.715,1.471
,1,9.01,0.05,2.09659,1.546,3.688,2.912,11.40,0.000,1,12.305,12.364,13.090,12.287,12.059,11.944,12.821,2.097
,1,9.01,0.05,1.76796,1.116,3.863,3.968,11.40,0.000,2,13.380,13.336,13.386,13.301,13.362,13.458,13.312,1.766
,1,9.01,0.05,2.25254,1.766,3.687,2.720,11.80,0.000,1,12.154,12.213,12.945,12.135,11.907,11.791,12.667,2.253
,1,9.01,0.05,1.65617,0.979,3.860,4.063,11.80,0.000,2,14.123,14.080,14.144,14.043,14.096,14.189,14.066,1.655
,1,9.01,0.07,1.26225,0.403,3.805,4.302,7.10,0.000,0,10.863,10.796,11.045,10.739,10.699,10.734,10.904,1.262
,1,9.01,0.09,0.70631,-0.869,3.646,4.686,5.60,0.000,1,12.542,12.770,13.772,12.708,12.359,12.163,13.770,0.706
,1,9.01,0.09,0.41403,-1.599,3.576,4.905,5.60,0.000,2,14.368,14.995,16.462,15.167,14.360,13.885,16.374,0.414
,1,9.01,0.09,1.53892,0.815,3.844,4.134,9.40,0.000,1,12.133,12.077,12.193,12.034,12.059,12.138,12.097,1.538
,1,9.01,0.09,0.42657,-1.569,3.579,4.898,9.40,0.000,2,18.093,18.705,20.157,18.866,18.079,17.614,20.075,0.427
,1,9.01,0.09,1.53791,0.813,3.844,4.135,11.30,0.000,1,14.036,13.981,14.097,13.937,13.962,14.041,14.001,1.537
,1,9.01,0.09,0.84405,-0.510,3.694,4.598,11.30,0.000,2,17.346,17.392,18.100,17.312,17.092,16.987,17.954,0.844
,1,9.01,0.09,2.03101,1.390,3.820,3.581,12.10,0.000,0,13.394,13.316,13.497,13.265,13.258,13.309,13.378,2.031
,1,9.01,0.11,1.21295,0.300,3.793,4.340,9.80,0.000,1,13.820,13.748,14.043,13.687,13.628,13.651,13.888,1.213
,1,9.01,0.11,1.14612,0.169,3.780,4.392,9.80,0.000,2,14.147,14.076,14.421,14.011,13.932,13.939,14.250,1.146
,1,9.01,0.11,1.55533,0.831,3.845,4.123,10.30,0.000,0,12.992,12.934,13.050,12.890,12.916,12.995,12.954,1.554
,1,9.01,0.11,1.72711,1.049,3.857,4.001,11.50,0.000,0,13.649,13.595,13.668,13.557,13.607,13.699,13.586,1.725
,1,9.01,0.11,2.11146,1.560,3.685,2.887,11.60,0.000,0,12.469,12.535,13.285,12.456,12.222,12.102,13.016,2.111
,1,9.01,0.11,2.27965,1.862,3.677,2.587,11.80,0.000,1,11.915,12.002,12.796,11.924,11.676,11.543,12.509,2.280
,1,9.01,0.11,0.64899,-1.021,3.629,4.735,11.80,0.000,2,19.122,19.432,20.542,19.393,18.975,18.730,20.554,0.649
,1,9.01,0.13,0.86210,-0.475,3.698,4.587,5.40,0.000,0,11.357,11.390,12.082,11.309,11.097,10.999,11.925,0.862
,1,9.01,0.13,1.22496,0.319,3.794,4.330,10.00,0.000,0,13.973,13.900,14.192,13.838,13.782,13.806,14.037,1.225
,1,9.01,0.13,1.97588,1.322,3.833,3.691,11.00,0.000,0,12.464,12.389,12.529,12.342,12.357,12.423,12.424,1.976
,1,9.01,0.15,2.19872,1.667,3.683,2.793,10.00,0.000,1,10.604,10.671,11.436,10.592,10.356,10.234,11.161,2.199
,1,9.01,0.15,1.23855,0.339,3.795,4.319,10.00,0.000,2,13.921,13.846,14.135,13.784,13.730,13.756,13.981,1.238
,1,9.01,0.17,1.94312,1.277,3.838,3.747,8.90,0.000,1,10.477,10.401,10.530,10.355,10.378,10.449,10.428,1.943
,1,9.01,0.17,0.84064,-0.538,3.688,4.598,8.90,0.000,2,15.015,15.079,15.834,14.998,14.763,14.648,15.710,0.841
,1,9.01,0.17,1.45890,0.681,3.827,4.176,10.60,0.000,1,13.668,13.596,13.773,13.545,13.543,13.605,13.656,1.458
,1,9.01,0.17,0.97306,-0.219,3.732,4.518,10.60,0.000,2,15.917,15.880,16.422,15.802,15.650,15.600,16.224,0.973
,1,9.01,0.17,1.79105,1.107,3.851,3.933,12.00,0.000,0,14.001,13.936,14.028,13.894,13.936,14.022,13.939,1.789
,1,9.01,0.19,1.70545,0.999,3.848,4.010,9.70,0.000,0,11.974,11.907,12.011,11.864,11.899,11.983,11.918,1.704
,1,9.01,0.23,1.20733,0.267,3.786,4.343,9.30,0.000,0,13.403,13.322,13.651,13.256,13.188,13.205,13.485,1.207
,1,9.01,0.23,2.12174,1.576,3.679,2.851,11.20,0.000,1,12.030,12.108,12.903,12.027,11.783,11.654,12.633,2.122
,1,9.01,0.23,0.97247,-0.226,3.730,4.516,11.20,0.000,2,16.534,16.497,17.053,16.417,16.262,16.210,16.855,0.972
,1,9.01,0.25,2.20422,1.671,3.681,2.778,11.30,0.000,1,11.893,11.965,12.758,11.883,11.642,11.516,12.482,2.204
,1,9.01,0.25,0.23420,-2.131,3.538,5.035,11.30,0.000,2,21.399,22.236,23.962,22.539,21.526,20.935,23.768,0.234
,1,9.01,0.27,1.17024,0.195,3.779,4.372,7.00,0.000,0,11.282,11.199,11.559,11.129,11.051,11.060,11.385,1.170
,1,9.01,0.35,1.25819,0.363,3.796,4.303,8.60,0.000,0,12.462,12.369,12.670,12.303,12.252,12.282,12.512,1.258
,1,9.01,0.35,2.06436,1.417,3.818,3.552,11.30,0.000,0,12.528,12.426,12.631,12.369,12.361,12.415,12.500,2.064
,1,9.01,0.35,2.21716,1.690,3.680,2.762,11.70,0.000,0,12.245,12.314,13.121,12.229,11.988,11.863,12.845,2.217
,1,9.01,0.37,1.03846,-0.079,3.748,4.472,8.70,0.000,0,13.667,13.597,14.089,13.517,13.393,13.367,13.891,1.038
,1,9.01,0.43,1.44512,0.653,3.823,4.183,9.50,0.000,1,12.637,12.539,12.743,12.480,12.475,12.538,12.614,1.444
,1,9.01,0.43,0.21619,-2.197,3.534,5.052,9.50,0.000,2,19.763,20.625,22.379,20.946,19.907,19.300,22.184,0.216
,1,9.03,-0.27,1.60514,1.043,3.892,4.114,9.30,0.000,1,11.462,11.475,11.440,11.454,11.559,11.678,11.396,1.604
,1,9.03,-0.27,0.26835,-1.947,3.570,5.042,9.30,0.000,2,18.938,19.501,20.994,19.606,18.891,18.466,20.903,0.268
,1,9.03,-0.19,1.08913,0.129,3.789,4.447,9.00,0.000,0,13.449,13.402,13.698,13.345,13.275,13.287,13.545,1.089
,1,9.03,-0.19,1.50245,0.865,3.873,4.188,10.80,0.000,1,13.406,13.396,13.421,13.366,13.437,13.540,13.356,1.501
,1,9.03,-0.19,0.26679,-1.966,3.566,5.038,10.80,0.000,2,20.484,21.096,22.623,21.234,20.467,20.013,22.510,0.267
,1,9.03,-0.17,1.25218,0.459,3.827,4.330,10.00,0.000,0,13.622,13.586,13.753,13.539,13.530,13.585,13.643,1.252
,1,9.03,-0.17,1.94888,1.438,3.843,3.606,10.80,0.000,0,11.974,11.925,12.021,11.887,11.916,11.985,11.935,1.949
,1,9.03,-0.15,2.02042,1.555,3.698,2.927,11.10,0.000,0,11.982,12.017,12.674,11.945,11.734,11.633,12.405,2.020
,1,9.03,-0.15,1.65470,1.057,3.880,4.065,11.50,0.000,1,13.627,13.616,13.615,13.589,13.675,13.785,13.560,1.653
,1,9.03,-0.15,0.26832,-1.968,3.563,5.034,11.50,0.000,2,21.190,21.824,23.364,21.977,21.186,20.719,23.242,0.268
,1,9.03,-0.11,2.02526,1.541,3.696,2.934,7.20,0.000,1,8.118,8.158,8.829,8.085,7.871,7.767,8.560,2.025
,1,9.03,-0.11,1.56972,0.928,3.870,4.130,7.20,0.000,2,9.649,9.628,9.661,9.597,9.663,9.764,9.594,1.569
,1,9.03,-0.11,1.99129,1.658,3.684,2.760,10.30,0.000,0,10.926,11.000,11.731,10.927,10.690,10.567,11.456,1.991
,1,9.03,-0.09,0.97197,-0.154,3.749,4.520,8.90,0.000,0,14.055,14.013,14.463,13.944,13.816,13.783,14.269,0.972
,1,9.03,-0.07,1.31718,0.539,3.828,4.275,10.20,0.000,0,13.622,13.576,13.742,13.528,13.522,13.580,13.631,1.317
,1,9.03,-0.07,2.11885,1.648,3.695,2.844,11.90,0.000,1,12.550,12.590,13.269,12.516,12.301,12.196,12.997,2.119
,1,9.03,-0.07,1.39544,0.663,3.841,4.230,11.90,0.000,2,15.014,14.973,15.098,14.931,14.947,15.019,15.001,1.395
,1,9.03,-0.03,1.27970,0.462,3.816,4.294,8.90,0.000,1,12.515,12.460,12.666,12.409,12.385,12.431,12.541,1.279
,1,9.03,-0.03,0.32268,-1.836,3.566,4.993,8.90,0.000,2,18.259,18.902,20.423,19.070,18.261,17.782,20.307,0.323
,1,9.03,-0.01,0.95635,-0.211,3.738,4.529,8.70,0.000,1,13.997,13.962,14.458,13.890,13.747,13.702,14.261,0.956
,1,9.03,-0.01,0.56636,-1.214,3.612,4.801,8.70,0.000,2,16.506,16.883,18.092,16.874,16.384,16.090,18.099,0.566
,1,9.03,-0.01,1.88640,1.278,3.851,3.784,8.90,0.000,0,10.475,10.422,10.501,10.384,10.426,10.507,10.419,1.884
,1,9.03,-0.01,2.11621,1.607,3.692,2.871,11.90,0.000,0,12.651,12.699,13.398,12.623,12.403,12.294,13.127,2.116
,1,9.03,0.01,1.55868,0.869,3.853,4.119,9.90,0.000,1,12.499,12.455,12.541,12.416,12.455,12.540,12.456,1.558
,1,9.03,0.01,0.47969,-1.436,3.592,4.868,9.90,0.000,2,18.260,18.757,20.107,18.828,18.188,17.803,20.075,0.480
,1,9.03,0.01,1.95499,1.341,3.831,3.660,10.80,0.000,0,12.219,12.153,12.292,12.107,12.118,12.180,12.189,1.955
,1,9.03,0.01,2.11460,1.600,3.691,2.873,10.90,0.000,1,11.670,11.720,12.428,11.644,11.422,11.311,12.157,2.115
,1,9.03,0.01,0.56651,-1.217,3.611,4.800,10.90,0.000,2,18.713,19.098,20.314,19.093,18.594,18.295,20.320,0.567
,1,9.03,0.03,1.87289,1.249,3.851,3.812,10.10,0.000,1,11.748,11.692,11.773,11.653,11.696,11.779,11.690,1.870
,1,9.03,0.03,1.53213,0.827,3.848,4.135,10.10,0.000,2,12.802,12.754,12.855,12.713,12.744,12.825,12.765,1.531
,1,9.03,0.03,2.06404,1.536,3.689,2.918,12.00,0.000,1,12.930,12.987,13.707,12.911,12.684,12.570,13.439,2.064
,1,9.03,0.03,0.67173,-0.949,3.638,4.714,12.00,0.000,2,19.142,19.403,20.449,19.349,18.974,18.759,20.455,0.672
,1,9.03,0.05,1.18313,0.261,3.791,4.362,9.70,0.000,1,13.819,13.752,14.049,13.692,13.630,13.649,13.894,1.183
,1,9.03,0.05,1.06579,0.017,3.765,4.456,9.70,0.000,2,14.427,14.366,14.760,14.299,14.198,14.187,14.578,1.066
,1,9.03,0.07,1.22289,0.332,3.798,4.330,10.00,0.000,1,13.939,13.870,14.145,13.811,13.759,13.787,13.996,1.223
,1,9.03,0.07,0.42844,-1.563,3.580,4.898,10.00,0.000,2,18.678,19.277,20.720,19.428,18.657,18.200,20.644,0.428
,1,9.03,0.09,1.86894,1.226,3.847,3.819,8.40,0.000,0,10.106,10.043,10.138,10.002,10.038,10.119,10.050,1.866
