nothing,#Gc,logAge,[M/H],m_ini,logL,logTe,logg,m-M0,Av,comp.,mbol,Kepler,g,r,i,z,DDO51_finf,Mact
,1,9.03,0.13,1.75046,1.075,3.851,3.954,9.60,0.000,0,11.681,11.620,11.711,11.579,11.619,11.705,11.623,1.749
,1,9.03,0.15,1.73651,1.053,3.849,3.967,10.70,0.000,1,12.838,12.775,12.873,12.733,12.770,12.854,12.782,1.735
,1,9.03,0.15,0.37704,-1.705,3.568,4.936,10.70,0.000,2,19.732,20.409,21.929,20.609,19.755,19.254,21.806,0.377
,1,9.03,0.15,1.58573,0.864,3.841,4.086,11.30,0.000,0,13.911,13.847,13.973,13.801,13.823,13.900,13.873,1.585
,1,9.03,0.17,1.74886,1.062,3.847,3.953,10.20,0.000,0,12.316,12.249,12.354,12.206,12.241,12.323,12.261,1.747
,1,9.03,0.17,1.70695,1.011,3.848,3.995,10.50,0.000,1,12.743,12.677,12.782,12.634,12.668,12.752,12.689,1.705
,1,9.03,0.17,0.97306,-0.218,3.732,4.517,10.50,0.000,2,15.814,15.777,16.319,15.700,15.548,15.497,16.121,0.973
,1,9.03,0.17,1.74642,1.059,3.847,3.956,11.30,0.000,0,13.423,13.357,13.461,13.313,13.348,13.431,13.368,1.745
,1,9.03,0.17,2.04204,1.379,3.748,3.306,11.60,0.000,1,12.923,12.861,13.327,12.786,12.662,12.632,13.110,2.042
,1,9.03,0.17,1.93356,1.269,3.829,3.718,11.60,0.000,2,13.196,13.116,13.273,13.067,13.075,13.138,13.162,1.934
,1,9.03,0.19,1.90252,1.231,3.833,3.765,9.00,0.000,1,10.692,10.613,10.758,10.564,10.579,10.646,10.651,1.903
,1,9.03,0.19,1.11863,0.095,3.768,4.411,9.00,0.000,2,13.533,13.461,13.855,13.391,13.296,13.291,13.673,1.118
,1,9.03,0.19,1.80629,1.124,3.843,3.889,10.00,0.000,0,11.960,11.889,12.005,11.843,11.873,11.951,11.908,1.804
,1,9.03,0.19,1.72520,1.027,3.846,3.976,11.90,0.000,1,14.102,14.033,14.145,13.989,14.021,14.102,14.049,1.724
,1,9.03,0.19,0.39574,-1.658,3.569,4.917,11.90,0.000,2,20.815,21.496,23.009,21.704,20.840,20.337,22.889,0.396
,1,9.03,0.21,1.69188,0.985,3.843,3.999,9.60,0.000,0,11.907,11.836,11.957,11.790,11.817,11.896,11.858,1.690
,1,9.03,0.23,2.25162,1.879,3.669,2.535,10.70,0.000,1,10.773,10.886,11.738,10.807,10.541,10.395,11.453,2.252
,1,9.03,0.23,0.78096,-0.692,3.666,4.631,10.70,0.000,2,17.199,17.343,18.236,17.267,16.975,16.820,18.183,0.781
,1,9.03,0.25,1.29648,0.429,3.802,4.275,10.30,0.000,1,13.999,13.914,14.185,13.852,13.809,13.845,14.036,1.296
,1,9.03,0.25,0.82358,-0.584,3.680,4.604,10.30,0.000,2,16.530,16.616,17.424,16.534,16.281,16.155,17.327,0.824
,1,9.03,0.27,1.32523,0.474,3.806,4.256,9.80,0.000,0,13.385,13.300,13.557,13.239,13.203,13.244,13.412,1.325
,1,9.03,0.29,1.60680,0.878,3.838,4.065,9.50,0.000,0,12.076,11.996,12.139,11.947,11.966,12.042,12.032,1.606
,1,9.03,0.31,1.48438,0.713,3.827,4.152,9.80,0.000,0,12.787,12.702,12.884,12.647,12.648,12.713,12.764,1.484
,1,9.03,0.31,1.58689,0.852,3.837,4.081,10.70,0.000,0,13.340,13.259,13.407,13.208,13.226,13.301,13.297,1.586
,1,9.03,0.37,1.37368,0.550,3.813,4.224,10.30,0.000,0,13.695,13.602,13.840,13.541,13.518,13.569,13.700,1.373
,1,9.03,0.43,1.73241,1.035,3.844,3.964,9.60,0.000,0,11.784,11.691,11.818,11.642,11.674,11.759,11.714,1.731
,1,9.03,0.49,2.10145,1.578,3.679,2.845,12.30,0.000,1,13.126,13.196,14.029,13.108,12.864,12.737,13.758,2.101
,1,9.03,0.49,0.30554,-1.906,3.552,4.985,12.30,0.000,2,21.835,22.586,24.201,22.824,21.904,21.368,24.020,0.306
,1,9.05,-0.37,1.24918,0.552,3.852,4.335,9.50,0.000,0,12.889,12.885,12.974,12.849,12.876,12.954,12.891,1.249
,1,9.05,-0.33,1.41018,0.793,3.874,4.235,11.10,0.000,0,13.887,13.891,13.913,13.862,13.930,14.033,13.850,1.409
,1,9.05,-0.31,1.97089,1.611,3.707,2.894,11.00,0.000,0,11.742,11.765,12.369,11.697,11.499,11.407,12.109,1.971
,1,9.05,-0.25,1.88250,1.393,3.841,3.631,11.90,0.000,0,13.187,13.144,13.243,13.106,13.132,13.199,13.156,1.882
,1,9.05,-0.19,1.67431,1.107,3.881,4.023,10.30,0.000,0,12.303,12.295,12.290,12.269,12.356,12.466,12.236,1.672
,1,9.05,-0.17,1.21681,0.392,3.819,4.354,10.00,0.000,1,13.790,13.750,13.944,13.702,13.679,13.726,13.825,1.216
,1,9.05,-0.17,0.95530,-0.168,3.750,4.533,10.00,0.000,2,15.190,15.150,15.589,15.083,14.956,14.924,15.396,0.955
,1,9.05,-0.17,1.44782,0.784,3.862,4.210,11.10,0.000,1,13.911,13.892,13.950,13.858,13.910,14.002,13.875,1.447
,1,9.05,-0.17,0.54812,-1.223,3.617,4.813,11.10,0.000,2,18.926,19.266,20.437,19.241,18.785,18.516,20.438,0.548
,1,9.05,-0.15,1.41922,0.733,3.855,4.224,10.10,0.000,1,13.037,13.013,13.091,12.976,13.015,13.101,13.009,1.418
,1,9.05,-0.15,0.68498,-0.863,3.655,4.702,10.10,0.000,2,17.027,17.214,18.135,17.146,16.830,16.656,18.105,0.685
,1,9.05,-0.15,1.45377,0.784,3.860,4.204,10.30,0.000,1,13.109,13.087,13.150,13.052,13.101,13.192,13.074,1.453
,1,9.05,-0.15,0.30417,-1.862,3.570,5.009,10.30,0.000,2,19.726,20.317,21.812,20.446,19.697,19.250,21.716,0.304
,1,9.05,-0.13,0.99655,-0.087,3.759,4.504,7.10,0.000,0,12.087,12.042,12.451,11.976,11.863,11.841,12.265,0.996
,1,9.05,-0.11,1.75130,1.169,3.868,3.931,10.40,0.000,1,12.247,12.218,12.247,12.187,12.256,12.354,12.182,1.749
,1,9.05,-0.11,0.20191,-2.210,3.547,5.086,10.40,0.000,2,20.695,21.447,23.110,21.676,20.765,20.234,22.929,0.202
,1,9.05,-0.11,2.04376,1.600,3.697,2.881,11.30,0.000,0,12.069,12.107,12.775,12.033,11.820,11.717,12.504,2.044
,1,9.05,-0.09,1.35715,0.613,3.837,4.250,9.60,0.000,0,12.837,12.797,12.934,12.753,12.761,12.828,12.833,1.357
,1,9.05,-0.09,1.63688,1.015,3.869,4.057,11.40,0.000,0,13.632,13.607,13.641,13.575,13.642,13.741,13.573,1.635
,1,9.05,-0.07,2.15056,1.758,3.692,2.727,11.00,0.000,1,11.375,11.423,12.119,11.348,11.128,11.018,11.842,2.151
,1,9.05,-0.07,1.63150,1.000,3.866,4.060,11.00,0.000,2,13.270,13.241,13.283,13.208,13.271,13.368,13.213,1.630
,1,9.05,-0.05,1.77905,1.177,3.860,3.899,9.70,0.000,0,11.528,11.488,11.541,11.454,11.510,11.601,11.468,1.777
,1,9.05,-0.05,1.37297,0.624,3.834,4.234,10.80,0.000,1,14.010,13.964,14.111,13.919,13.925,13.989,14.006,1.372
,1,9.05,-0.05,1.00121,-0.095,3.754,4.496,10.80,0.000,2,15.807,15.759,16.189,15.691,15.572,15.546,15.998,1.001
,1,9.05,-0.05,1.44359,0.733,3.846,4.194,10.80,0.000,1,13.739,13.698,13.806,13.657,13.682,13.760,13.715,1.443
,1,9.05,-0.05,0.52574,-1.309,3.605,4.834,10.80,0.000,2,18.843,19.247,20.499,19.254,18.729,18.412,20.499,0.526
,1,9.05,-0.03,1.47842,0.775,3.847,4.169,7.70,0.000,0,10.534,10.492,10.595,10.451,10.480,10.559,10.504,1.477
,1,9.05,-0.03,1.20118,0.313,3.800,4.352,9.10,0.000,0,13.088,13.028,13.287,12.972,12.923,12.951,13.144,1.201
,1,9.05,-0.01,2.07371,1.585,3.692,2.881,11.30,0.000,1,12.106,12.156,12.858,12.081,11.859,11.749,12.588,2.074
,1,9.05,-0.01,0.43943,-1.531,3.585,4.896,11.30,0.000,2,19.898,20.440,21.842,20.545,19.846,19.427,21.789,0.439
,1,9.05,-0.01,2.07789,1.591,3.692,2.877,11.90,0.000,1,12.693,12.742,13.444,12.667,12.446,12.336,13.174,2.078
,1,9.05,-0.01,1.04733,-0.000,3.764,4.459,11.90,0.000,2,16.670,16.615,17.010,16.548,16.444,16.430,16.827,1.047
,1,9.05,0.01,1.54815,0.859,3.850,4.113,10.80,0.000,1,13.423,13.378,13.473,13.338,13.371,13.453,13.385,1.547
,1,9.05,0.01,1.19469,0.296,3.796,4.351,10.80,0.000,2,14.831,14.767,15.043,14.709,14.655,14.679,14.895,1.194
,1,9.05,0.05,1.54288,0.840,3.845,4.114,10.60,0.000,1,13.271,13.219,13.329,13.177,13.204,13.282,13.236,1.542
,1,9.05,0.05,1.11269,0.119,3.777,4.417,10.60,0.000,2,15.072,15.006,15.357,14.941,14.858,14.860,15.185,1.112
,1,9.05,0.05,1.69169,1.033,3.854,3.997,11.80,0.000,0,13.988,13.938,14.017,13.900,13.944,14.032,13.934,1.690
,1,9.05,0.11,1.73775,1.071,3.849,3.947,10.20,0.000,0,12.292,12.231,12.328,12.190,12.226,12.309,12.239,1.736
,1,9.05,0.13,1.39747,0.609,3.821,4.205,9.40,0.000,1,12.646,12.577,12.772,12.524,12.512,12.566,12.649,1.397
,1,9.05,0.13,1.00313,-0.138,3.744,4.499,9.40,0.000,2,14.515,14.465,14.951,14.390,14.257,14.222,14.754,1.003
,1,9.05,0.13,1.67754,0.991,3.847,4.006,11.70,0.000,1,13.993,13.931,14.036,13.888,13.921,14.003,13.943,1.676
,1,9.05,0.13,0.52536,-1.333,3.597,4.828,11.70,0.000,2,19.803,20.292,21.600,20.353,19.734,19.362,21.577,0.525
,1,9.05,0.15,0.73790,-0.796,3.654,4.665,7.00,0.000,1,13.759,13.951,14.907,13.882,13.559,13.381,14.889,0.738
,1,9.05,0.15,0.49769,-1.404,3.591,4.848,7.00,0.000,2,15.280,15.826,17.190,15.934,15.238,14.825,17.142,0.498
,1,9.05,0.19,1.90826,1.239,3.823,3.717,10.80,0.000,1,12.472,12.388,12.568,12.336,12.332,12.389,12.448,1.908
,1,9.05,0.19,0.26972,-2.012,3.545,5.009,10.80,0.000,2,20.601,21.388,23.053,21.650,20.695,20.136,22.863,0.270
,1,9.05,0.21,1.70113,1.001,3.840,3.972,11.10,0.000,1,13.367,13.294,13.426,13.247,13.269,13.345,13.323,1.699
,1,9.05,0.21,1.23833,0.333,3.792,4.313,11.10,0.000,2,15.037,14.957,15.261,14.893,14.835,14.859,15.103,1.238
,1,9.05,0.23,1.77407,1.089,3.839,3.900,10.70,0.000,0,12.748,12.671,12.804,12.623,12.646,12.721,12.700,1.772
,1,9.05,0.27,1.29860,0.435,3.802,4.271,10.40,0.000,0,14.083,13.996,14.268,13.934,13.892,13.928,14.119,1.298
,1,9.05,0.43,1.20665,0.270,3.786,4.340,9.40,0.000,1,13.494,13.397,13.741,13.326,13.260,13.282,13.571,1.206
,1,9.05,0.43,0.18611,-2.346,3.520,5.080,9.40,0.000,2,20.036,20.997,22.867,21.396,20.249,19.580,22.663,0.186
,1,9.07,-0.31,1.71167,1.219,3.880,3.920,12.00,0.000,0,13.723,13.719,13.708,13.695,13.784,13.890,13.658,1.709
,1,9.07,-0.25,1.14039,0.272,3.810,4.409,5.90,0.000,0,9.989,9.953,10.174,9.903,9.865,9.900,10.047,1.140
,1,9.07,-0.23,1.50719,0.899,3.876,4.165,11.50,0.000,0,14.022,14.016,14.032,13.987,14.062,14.167,13.971,1.506
,1,9.07,-0.21,1.34689,0.648,3.849,4.261,10.90,0.000,0,14.049,14.027,14.123,13.988,14.015,14.093,14.036,1.346
,1,9.07,-0.19,1.34083,0.631,3.846,4.264,9.90,0.000,0,13.094,13.068,13.175,13.028,13.049,13.124,13.085,1.340
,1,9.07,-0.19,1.67811,1.119,3.876,3.992,10.40,0.000,0,12.374,12.358,12.367,12.330,12.410,12.514,12.309,1.676
,1,9.07,-0.19,1.48094,0.845,3.868,4.183,10.90,0.000,0,13.557,13.544,13.582,13.512,13.574,13.673,13.514,1.480
,1,9.07,-0.17,1.77298,1.229,3.861,3.846,10.50,0.000,1,12.197,12.165,12.213,12.132,12.189,12.278,12.143,1.770
,1,9.07,-0.17,0.69148,-0.838,3.658,4.695,10.50,0.000,2,17.366,17.539,18.436,17.470,17.164,16.996,18.394,0.691
,1,9.07,-0.15,1.80056,1.253,3.854,3.802,12.30,0.000,1,13.938,13.899,13.966,13.864,13.909,13.991,13.889,1.798
,1,9.07,-0.15,0.79882,-0.556,3.698,4.633,12.30,0.000,2,18.459,18.500,19.168,18.426,18.211,18.110,19.004,0.799
,1,9.07,-0.13,2.08654,1.736,3.696,2.751,12.50,0.000,0,12.930,12.969,13.641,12.896,12.682,12.577,13.367,2.087
,1,9.07,-0.09,1.64659,1.034,3.866,4.029,8.80,0.000,1,10.986,10.957,10.999,10.924,10.986,11.083,10.929,1.645
,1,9.07,-0.09,0.82725,-0.502,3.703,4.617,8.80,0.000,2,14.826,14.853,15.499,14.778,14.574,14.482,15.326,0.827
,1,9.07,-0.09,1.89006,1.324,3.825,3.635,9.20,0.000,1,10.661,10.600,10.757,10.554,10.552,10.605,10.649,1.886
,1,9.07,-0.09,0.39549,-1.626,3.581,4.932,9.20,0.000,2,18.036,18.581,20.005,18.686,17.982,17.561,19.943,0.395
,1,9.07,-0.09,1.81778,1.245,3.847,3.788,11.20,0.000,0,12.857,12.809,12.897,12.771,12.806,12.883,12.813,1.815
,1,9.07,-0.07,1.29159,0.503,3.823,4.284,10.20,0.000,0,13.714,13.665,13.847,13.616,13.602,13.655,13.731,1.291
,1,9.07,-0.07,2.14054,1.865,3.683,2.581,11.70,0.000,1,11.807,11.881,12.621,11.806,11.569,11.445,12.336,2.141
,1,9.07,-0.07,0.66513,-0.940,3.643,4.721,11.70,0.000,2,18.821,19.056,20.059,18.995,18.642,18.443,20.057,0.665
,1,9.07,-0.05,1.57950,0.928,3.858,4.085,6.20,0.000,0,8.650,8.614,8.683,8.578,8.625,8.714,8.604,1.578
,1,9.07,-0.05,1.63185,0.998,3.860,4.039,10.60,0.000,1,12.876,12.840,12.900,12.805,12.858,12.949,12.824,1.630
,1,9.07,-0.05,0.24923,-2.042,3.554,5.039,10.60,0.000,2,20.475,21.191,22.796,21.400,20.522,20.008,22.630,0.249
,1,9.07,-0.05,1.67496,1.053,3.861,3.999,11.30,0.000,0,13.437,13.400,13.456,13.366,13.421,13.514,13.382,1.673
,1,9.07,-0.03,1.53314,0.857,3.852,4.123,10.10,0.000,1,12.728,12.688,12.774,12.650,12.688,12.772,12.690,1.532
,1,9.07,-0.03,0.73575,-0.766,3.664,4.673,10.10,0.000,2,16.785,16.935,17.809,16.862,16.571,16.415,17.757,0.736
,1,9.07,-0.03,1.35916,0.599,3.829,4.234,10.20,0.000,0,13.473,13.422,13.585,13.375,13.372,13.432,13.475,1.358
,1,9.07,-0.03,1.56581,0.901,3.854,4.094,10.40,0.000,0,12.917,12.877,12.957,12.839,12.881,12.967,12.874,1.565
,1,9.07,-0.03,1.77256,1.166,3.852,3.876,10.70,0.000,1,12.555,12.508,12.585,12.470,12.513,12.596,12.504,1.770
,1,9.07,-0.03,1.50770,0.821,3.850,4.141,10.70,0.000,2,13.418,13.377,13.471,13.337,13.370,13.452,13.384,1.507
,1,9.07,-0.01,0.75231,-0.729,3.669,4.664,7.20,0.000,0,13.793,13.926,14.772,13.851,13.571,13.424,14.706,0.752
,1,9.07,-0.01,1.49833,0.800,3.846,4.143,8.90,0.000,0,11.671,11.626,11.733,11.584,11.611,11.689,11.641,1.497
,1,9.07,0.01,1.41186,0.669,3.832,4.193,8.70,0.000,0,11.797,11.744,11.897,11.698,11.701,11.765,11.790,1.411
,1,9.07,0.01,1.26166,0.426,3.809,4.295,9.60,0.000,1,13.305,13.244,13.476,13.190,13.155,13.194,13.342,1.261
,1,9.07,0.01,0.22221,-2.152,3.545,5.061,9.60,0.000,2,19.751,20.539,22.214,20.803,19.845,19.285,22.026,0.222
,1,9.07,0.01,1.92185,1.312,3.815,3.616,11.80,0.000,1,13.290,13.220,13.413,13.169,13.152,13.197,13.290,1.918
,1,9.07,0.01,0.54769,-1.264,3.607,4.814,11.80,0.000,2,19.731,20.136,21.380,20.143,19.620,19.305,21.382,0.548
,1,9.07,0.03,1.61844,0.951,3.851,4.045,10.10,0.000,1,12.493,12.444,12.534,12.404,12.441,12.524,12.447,1.617
,1,9.07,0.03,0.77405,-0.675,3.673,4.639,10.10,0.000,2,16.557,16.672,17.495,16.595,16.327,16.188,17.415,0.774
,1,9.07,0.03,1.98639,1.516,3.687,2.914,12.10,0.000,1,13.079,13.142,13.870,13.065,12.835,12.718,13.602,1.986
,1,9.07,0.03,1.07995,0.056,3.770,4.443,12.10,0.000,2,16.730,16.668,17.041,16.602,16.508,16.503,16.863,1.080
,1,9.07,0.05,0.76383,-0.707,3.668,4.646,5.70,0.000,1,12.236,12.371,13.226,12.295,12.014,11.865,13.162,0.764
,1,9.07,0.05,0.33601,-1.807,3.565,4.976,5.70,0.000,2,14.989,15.657,17.190,15.845,15.006,14.512,17.064,0.336
,1,9.07,0.05,1.75911,1.121,3.847,3.896,8.00,0.000,1,9.967,9.910,10.007,9.869,9.904,9.983,9.918,1.757
,1,9.07,0.05,0.53958,-1.289,3.603,4.819,8.00,0.000,2,15.993,16.423,17.688,16.444,15.894,15.562,17.684,0.540
,1,9.07,0.07,1.43306,0.683,3.830,4.178,7.50,0.000,1,10.563,10.503,10.665,10.454,10.456,10.519,10.554,1.432
,1,9.07,0.07,1.36651,0.581,3.821,4.222,7.50,0.000,2,10.818,10.754,10.947,10.702,10.688,10.741,10.826,1.366
,1,9.07,0.07,1.10154,0.093,3.773,4.425,9.20,0.000,0,13.738,13.672,14.038,13.606,13.516,13.515,13.862,1.101
,1,9.07,0.07,1.60483,0.921,3.846,4.053,9.40,0.000,0,11.867,11.812,11.919,11.770,11.800,11.880,11.826,1.603
,1,9.07,0.07,1.94172,1.351,3.779,3.438,11.30,0.000,0,12.692,12.616,12.944,12.553,12.478,12.484,12.771,1.939
,1,9.07,0.09,1.92242,1.286,3.813,3.635,12.40,0.000,0,13.956,13.878,14.084,13.825,13.805,13.850,13.956,1.921
,1,9.07,0.09,2.11022,1.663,3.685,2.787,12.50,0.000,1,13.112,13.175,13.921,13.097,12.864,12.746,13.646,2.110
,1,9.07,0.09,0.76650,-0.708,3.667,4.644,12.50,0.000,2,19.039,19.178,20.046,19.103,18.817,18.666,19.986,0.766
,1,9.07,0.13,1.03664,-0.061,3.753,4.473,8.90,0.000,1,13.823,13.764,14.213,13.691,13.572,13.548,14.019,1.037
,1,9.07,0.13,0.19594,-2.274,3.531,5.073,8.90,0.000,2,19.356,20.239,22.019,20.576,19.514,18.894,21.824,0.196
,1,9.07,0.13,1.28012,0.426,3.804,4.281,9.80,0.000,1,13.506,13.432,13.689,13.374,13.333,13.368,13.546,1.280
,1,9.07,0.13,0.16822,-2.464,3.508,5.107,9.80,0.000,2,20.729,21.780,23.761,22.250,21.008,20.286,23.547,0.168
,1,9.07,0.13,2.15250,1.744,3.680,2.694,11.20,0.000,0,11.609,11.685,12.462,11.606,11.365,11.238,12.182,2.152
,1,9.07,0.15,0.86140,-0.476,3.697,4.584,6.50,0.000,1,12.461,12.496,13.195,12.414,12.200,12.101,13.042,0.861
,1,9.07,0.15,0.36888,-1.727,3.566,4.943,6.50,0.000,2,15.588,16.269,17.797,16.471,15.613,15.111,17.670,0.369
,1,9.07,0.15,1.25017,0.369,3.798,4.302,10.20,0.000,0,14.047,13.971,14.251,13.910,13.859,13.888,14.100,1.250
,1,9.07,0.15,2.18776,3.047,3.575,0.978,10.50,0.000,0,7.653,8.409,9.956,8.491,7.805,7.374,9.630,2.188
,1,9.07,0.17,1.27243,0.402,3.800,4.286,9.00,0.000,1,12.765,12.687,12.960,12.627,12.580,12.612,12.812,1.272
,1,9.07,0.17,1.08624,0.036,3.763,4.434,9.00,0.000,2,13.680,13.613,14.028,13.541,13.437,13.425,13.841,1.086
,1,9.07,0.17,1.55107,0.819,3.833,4.088,9.10,0.000,0,11.822,11.751,11.905,11.702,11.712,11.780,11.796,1.550
,1,9.07,0.17,1.60083,0.886,3.836,4.048,10.50,0.000,1,13.055,12.986,13.128,12.938,12.953,13.025,13.023,1.599
,1,9.07,0.17,1.40725,0.616,3.819,4.192,10.50,0.000,2,13.730,13.656,13.861,13.602,13.586,13.639,13.735,1.407
,1,9.07,0.19,1.10988,0.081,3.767,4.415,8.50,0.000,0,13.069,12.997,13.398,12.926,12.829,12.822,13.214,1.110
,1,9.07,0.19,1.89484,1.227,3.816,3.698,10.70,0.000,0,12.403,12.318,12.522,12.263,12.248,12.298,12.394,1.892
,1,9.07,0.21,1.45679,0.680,3.822,4.157,9.70,0.000,0,12.770,12.692,12.887,12.638,12.629,12.687,12.763,1.456
,1,9.07,0.21,1.76786,1.085,3.834,3.880,11.50,0.000,0,13.557,13.478,13.627,13.429,13.443,13.512,13.519,1.766
,1,9.07,0.27,1.70071,1.005,3.836,3.953,8.40,0.000,0,10.658,10.576,10.723,10.527,10.544,10.616,10.615,1.699
,1,9.07,0.27,1.13044,0.121,3.771,4.399,8.80,0.000,1,13.267,13.187,13.578,13.115,13.024,13.024,13.396,1.130
,1,9.07,0.27,0.39112,-1.671,3.568,4.920,8.80,0.000,2,17.747,18.447,19.968,18.668,17.784,17.271,19.839,0.391
,1,9.07,0.27,1.46351,0.690,3.823,4.152,9.50,0.000,0,12.546,12.463,12.657,12.408,12.400,12.460,12.533,1.463
,1,9.07,0.27,2.10626,1.644,3.679,2.780,10.90,0.000,1,11.560,11.636,12.438,11.553,11.310,11.182,12.162,2.106
,1,9.07,0.27,0.36371,-1.746,3.563,4.945,10.90,0.000,2,20.035,20.745,22.291,20.967,20.079,19.562,22.149,0.364
,1,9.07,0.31,1.90098,1.231,3.814,3.688,10.90,0.000,1,12.593,12.497,12.716,12.439,12.422,12.472,12.581,1.901
,1,9.07,0.31,1.26592,0.383,3.797,4.290,10.90,0.000,2,14.711,14.622,14.915,14.557,14.507,14.538,14.759,1.266
,1,9.07,0.35,1.12436,0.109,3.769,4.404,9.10,0.000,1,13.598,13.514,13.916,13.439,13.347,13.347,13.733,1.124
,1,9.07,0.35,0.74503,-0.784,3.654,4.656,9.10,0.000,2,15.830,16.026,17.007,15.956,15.626,15.443,16.991,0.745
,1,9.07,0.35,1.63588,0.923,3.835,4.016,11.20,0.000,0,13.662,13.575,13.729,13.523,13.539,13.613,13.617,1.634
,1,9.07,0.39,1.39454,0.589,3.816,4.201,9.30,0.000,1,12.596,12.501,12.731,12.441,12.422,12.476,12.594,1.394
,1,9.07,0.39,0.87263,-0.461,3.697,4.576,9.30,0.000,2,15.222,15.248,15.975,15.161,14.948,14.852,15.828,0.873
,1,9.07,0.41,1.56739,0.834,3.832,4.074,11.10,0.000,0,13.786,13.692,13.862,13.638,13.649,13.721,13.744,1.566
,1,9.07,0.41,2.13387,1.691,3.679,2.737,11.80,0.000,0,12.343,12.416,13.242,12.330,12.086,11.958,12.963,2.134
,1,9.07,0.45,1.96225,1.303,3.803,3.585,10.60,0.000,0,12.111,12.001,12.269,11.936,11.903,11.943,12.114,1.962
,1,9.09,-0.43,1.47797,0.939,3.892,4.181,11.30,0.000,1,13.722,13.748,13.716,13.728,13.828,13.946,13.671,1.477
,1,9.09,-0.43,0.21230,-2.113,3.569,5.100,11.30,0.000,2,21.352,21.892,23.399,21.973,21.291,20.887,23.306,0.212
,1,9.09,-0.37,1.69549,1.235,3.876,3.880,7.70,0.000,0,9.383,9.377,9.377,9.351,9.431,9.532,9.323,1.693
,1,9.09,-0.31,1.16013,0.349,3.823,4.392,8.90,0.000,1,12.797,12.773,12.949,12.727,12.708,12.757,12.837,1.160
,1,9.09,-0.31,0.82461,-0.419,3.724,4.614,8.90,0.000,2,14.717,14.712,15.249,14.643,14.473,14.406,15.049,0.825
,1,9.09,-0.23,1.62288,1.070,3.876,4.029,10.10,0.000,0,12.195,12.185,12.193,12.157,12.237,12.342,12.135,1.621
,1,9.09,-0.19,1.68968,1.140,3.868,3.944,11.10,0.000,1,13.019,12.997,13.025,12.966,13.034,13.131,12.961,1.687
,1,9.09,-0.19,0.66788,-0.897,3.652,4.714,11.10,0.000,2,18.111,18.307,19.241,18.240,17.918,17.740,19.217,0.668
,1,9.09,-0.19,1.63993,1.075,3.872,4.011,11.90,0.000,1,13.983,13.966,13.987,13.936,14.008,14.110,13.924,1.638
,1,9.09,-0.19,0.80012,-0.536,3.702,4.630,11.90,0.000,2,18.009,18.041,18.684,17.968,17.760,17.665,18.509,0.800
,1,9.09,-0.17,1.48913,0.854,3.865,4.161,9.90,0.000,1,12.535,12.517,12.565,12.484,12.540,12.635,12.494,1.488
,1,9.09,-0.17,0.77455,-0.613,3.690,4.646,9.90,0.000,2,16.201,16.266,16.973,16.192,15.961,15.848,16.831,0.775
,1,9.09,-0.15,1.30932,0.567,3.835,4.276,9.30,0.000,0,12.653,12.618,12.759,12.575,12.580,12.645,12.657,1.309
,1,9.09,-0.11,0.74078,-0.725,3.672,4.667,7.10,0.000,1,13.682,13.801,14.615,13.727,13.457,13.316,14.532,0.741
,1,9.09,-0.11,0.36190,-1.718,3.577,4.969,7.10,0.000,2,16.165,16.725,18.174,16.839,16.117,15.686,18.102,0.362
,1,9.09,-0.09,1.69250,1.099,3.859,3.950,8.80,0.000,0,10.823,10.787,10.845,10.753,10.805,10.895,10.771,1.690
,1,9.09,-0.09,1.31632,0.556,3.829,4.265,9.90,0.000,0,13.280,13.236,13.397,13.190,13.187,13.246,13.288,1.316
,1,9.09,-0.09,1.74556,1.165,3.852,3.870,11.40,0.000,1,13.258,13.215,13.290,13.178,13.220,13.302,13.210,1.743
,1,9.09,-0.09,1.09015,0.106,3.780,4.435,11.40,0.000,2,15.905,15.850,16.181,15.789,15.708,15.712,16.015,1.090
,1,9.09,-0.07,1.48498,0.809,3.852,4.153,8.50,0.000,0,11.248,11.212,11.300,11.173,11.209,11.292,11.215,1.484
,1,9.09,-0.05,1.63146,1.003,3.857,4.020,10.10,0.000,0,12.363,12.324,12.394,12.288,12.335,12.423,12.315,1.630
,1,9.09,-0.05,1.62506,0.994,3.856,4.026,11.70,0.000,0,13.984,13.945,14.016,13.909,13.955,14.043,13.937,1.623
,1,9.09,-0.01,0.95675,-0.205,3.739,4.526,7.60,0.000,1,12.883,12.846,13.340,12.775,12.633,12.589,13.143,0.957
,1,9.09,-0.01,0.70092,-0.863,3.650,4.693,7.60,0.000,2,14.528,14.736,15.702,14.668,14.338,14.155,15.697,0.701
,1,9.09,-0.01,1.66317,1.027,3.852,3.986,10.10,0.000,0,12.302,12.256,12.339,12.218,12.259,12.343,12.256,1.661
,1,9.09,0.01,1.67544,1.036,3.850,3.971,8.90,0.000,1,11.080,11.030,11.120,10.991,11.028,11.109,11.034,1.674
,1,9.09,0.01,0.75853,-0.712,3.668,4.650,8.90,0.000,2,15.450,15.583,16.432,15.508,15.228,15.080,16.366,0.758
,1,9.09,0.01,1.22642,0.364,3.803,4.319,9.80,0.000,1,13.661,13.598,13.851,13.542,13.497,13.529,13.710,1.226
,1,9.09,0.01,0.68478,-0.910,3.643,4.701,9.80,0.000,2,16.845,17.085,18.100,17.025,16.668,16.466,18.102,0.685
